Hex ID,Country,Callsign,Registration,Type
A5D3BF,United States,N475AT,N475AT,R22
A5D400,United States,N475DH,N475DH,C25A
A5D4B8,United States,NJM475,N475LS,LJ45
A5D527,United States,N475RC,N475RC,C404
A5D557,United States,CXK504,N475TA,P28A
A5D55C,United States,TRF575,N475TF,P28A
A5D570,United States,UAL1572,N475UA,A320
A5D5AE,United States,SWA978,N475WN,B737
A5D648,United States,UAL1615,N47517,B39M
A5D776,United States,N476AT,N476AT,R22
A5D778,United States,VAR476,N476AV,SR20
A5D7C0,United States,N476DS,N476DS,DA40
A5DB2C,United States,ASA39,N477AS,B739
A5DB4E,United States,SCW1400,N477CA,CRJ2
A5DC2E,United States,CCQ477,N477M,BE9L
A5DC48,United States,TNKR15,N477NA,B462
A5DD1C,United States,SWA2507,N477WN,B737
A5DD36,United States,N477XP,N477XP,C208
A5DDE7,United States,N4773L,N4773L,C152
A5DE2D,United States,N4775L,N4775L,P28A
A5DEC0,United States,N4779T,N4779T,C82R
A5DF05,United States,N478CA,N478CA,C172
A5DF10,United States,UCM478,N478CM,C172
A5DF2E,United States,N478DS,N478DS,DA40
A5E020,United States,FTH478,N478PJ,C750
A5E023,United States,N478PM,N478PM,C750
A5E073,United States,BTQ901,N478SS,PC12
A5E0B7,United States,N478VK,N478VK,TUCA
A5E0D3,United States,SWA4627,N478WN,B737
A5E20A,United States,N4786P,N4786P,C152
A5E339,United States,HAL145,N479HA,B712
A5E3E4,United States,EDV5025,N479PX,CRJ9
A5E44C,United States,UAL2001,N479UA,A320
A5E48A,United States,SWA2859,N479WN,B737
A5E6BE,United States,N48FA,N48FA,C150
A5E738,United States,N48KY,N48KY,EA50
A5E7C9,United States,N48RT,N48RT,GA6C
A5E949,United States,HAL130,N480HA,B712
A5E966,United States,TFF908,N480JE,HA4T
A5EA9A,United States,SWA2890,N480WN,B737
A5EAF8,United States,N4800G,N4800G,C172
A5EB61,United States,N4803G,N4803G,C172
A5EB7D,United States,N4804,N4804,C82R
A5EC61,United States,ASA312,N481AS,B739
A5ED66,United States,CMB119,N481MC,B744
A5EDC8,United States,WMU35,N481RA,SR20
A5EEBB,United States,OUA4,N4810U,P28A
A5F208,United States,SWA3733,N482WN,B737
A5F3CF,United States,ASA415,N483AS,B739
A5F46E,United States,HAL157,N483HA,B712
A5F6BB,United States,N48340,N48340,C152
A5F7AB,United States,N484CD,N484CD,SR20
A5FB3E,United States,N485AT,N485AT,C56X
A5FD2D,United States,SWA1624,N485WN,B737
A5FEE8,United States,N486AE,N486AE,B06
A5FF34,United States,N486DF,N486DF,H60
A5FFFE,United States,N486MH,N486MH,C340
A600E4,United States,SWA3170,N486WN,B737
A602AB,United States,ASA414,N487AS,B739
A602CD,United States,SKW4739,N487CA,CRJ2
A6045D,United States,UAL511,N487UA,A320
A6065D,United States,N488AM,N488AM,H25B
A6066D,United States,N488BC,N488BC,B06
A60701,United States,HAL183,N488HA,B712
A608FA,United States,N4882L,N4882L,P28A
A6090B,United States,N48823,N48823,C152
A60950,United States,N48842,N48842,C152
A609D4,United States,UAL1874,N4888U,A319
A60A14,United States,N489AM,N489AM,BE40
A60AB8,United States,HAL172,N489HA,B712
A60BCB,United States,UAL318,N489UA,A320
A60C09,United States,SWA411,N489WN,B737
A610A0,United States,OKC490,N490FL,BE40
A61173,United States,EDV5040,N490PX,CRJ9
A611DB,United States,UAL243,N490UA,A320
A61219,United States,SWA2989,N490WN,B737
A612A6,United States,UAL3890,N4901U,A320
A6135B,United States,N49060,N49060,C152
A613E0,United States,ASA1144,N491AS,B739
A613E7,United States,ATN3444,N491AZ,B763
A6147F,United States,HAL151,N491HA,B712
A61565,United States,N491SF,N491SF,C172
A61592,United States,UAL1358,N491UA,A320
A615D0,United States,SWA497,N491WN,B737
A615D4,United States,CXK488,N491WS,C172
A61756,United States,N4918Y,N4918Y,C210
A6177F,United States,N49194,N49194,C152
A617B9,United States,N492CA,N492CA,C700
A6191C,United States,N492SF,N492SF,C172
A61949,United States,UAL359,N492UA,A320
A61987,United States,SWA3769,N492WN,B737
A61A43,United States,N49226,N49226,C152
A61B4E,United States,ASA516,N493AS,B739
A61B99,United States,N493DS,N493DS,P28A
A61CC0,United States,N493RM,N493RM,C72R
A61D3E,United States,SWA1922,N493WN,B737
A61F27,United States,SKW5692,N494CA,CRJ2
A61FA4,United States,HAL154,N494HA,B712
A61FBE,United States,N494JB,N494JB,C172
A61FEF,United States,N494LA,N494LA,P28A
A620B7,United States,UAL1476,N494UA,A320
A62151,United States,N4940E,N4940E,C172
A621F8,United States,N49447,N49447,C152
A6246E,United States,UAL796,N495UA,A320
A624A6,United States,KPO495,N495WG,GLF4
A6251B,United States,N4950Z,N4950Z,T206
A62550,United States,N4952G,N4952G,C172
A625C0,United States,N4955P,N4955P,PA23
A62732,United States,LAK496,N496JH,C560
A6275D,United States,N496LA,N496LA,P28A
A62763,United States,N496LG,N496LG,AS50
A62778,United States,GTI8723,N496MC,B744
A6290B,United States,N4962L,N4962L,C152
A62A76,United States,N497DT,N497DT,BE36
A62B14,United States,N497LA,N497LA,P28A
A62BC5,United States,N497TC,N497TC,C172
A62BDA,United States,N497TZ,N497TZ,SR22
A62C1A,United States,SWA2925,N497WN,B737
A62E1F,United States,N498DD,N498DD,SR22
A62F93,United States,UAL1088,N498UA,A320
A6303B,United States,OUA6,N4980U,P28A
A6308B,United States,N49824,N49824,C152
A631BA,United States,KAP33,N499CA,C402
A631D3,United States,N499DA,N499DA,EC30
A632CD,United States,N499PA,N499PA,H25B
A63388,United States,SWA2977,N499WN,B737
A633F2,United States,OUA7,N4990U,P28A
A634ED,United States,N49970,N49970,C152
A636A0,United States,N5QD,N5QD,G103
A636F8,United States,N5TS,N5TS,PA30
A637E1,United States,N50CZ,N50CZ,FA50
A63836,United States,CYO500,N50GJ,LJ60
A63883,United States,N50KL,N50KL,H25B
A63897,United States,N50LF,N50LF,CL30
A638E4,United States,N50PH,N50PH,GA5C
A6391F,United States,N50RS,N50RS,M20P
A6399B,United States,N50WR,N50WR,P28A
A639F5,United States,JIA5269,N500AE,CRJ7
A639F6,United States,N500AF,N500AF,P28A
A63A72,United States,N500FE,N500FE,BE20
A63A7F,United States,N500FT,N500FT,AC50
A63B01,United States,N500LY,N500LY,FA50
A63B11,United States,N500MP,N500MP,LJ31
A63B67,United States,N500R,N500R,G280
A63BA0,United States,N500TG,N500TG,LJ31
A63BA1,United States,N500TH,N500TH,BE40
A63BF4,United States,SWA3219,N500WR,B738
A63C0B,United States,N500XP,N500XP,H25B
A63CEB,United States,N5004Y,N5004Y,C172
A63D42,United States,AAL487,N5007E,A319
A63DC7,United States,JIA5444,N501BG,CRJ7
A63DF3,United States,DAL2698,N501DA,A21N
A63E2A,United States,N501FF,N501FF,BE40
A63E3A,United States,LXJ501,N501FX,CL30
A63E46,United States,GJS4407,N501GJ,CRJ7
A63E9C,United States,N501KV,N501KV,CL60
A63F08,United States,N501QC,N501QC,GLF5
A63F16,United States,EJA501,N501QS,C68A
A63F2C,United States,N501RP,N501RP,G150
A63F77,United States,GAJ501,N501UP,C56X
A63F8B,United States,EDG501,N501VJ,GL5T
A6416E,United States,N502AR,N502AR,AT5T
A641BF,United States,DAL434,N502DX,A21N
A641F1,United States,LXJ502,N502FX,CL30
A6420F,United States,N502HB,N502HB,H500
A64259,United States,N502LA,N502LA,DA62
A642A3,United States,N502P,N502P,GA5C
A64305,United States,SKW4879,N502SY,E75L
A64489,United States,N5026A,N5026A,BE58
A6452D,United States,ATN3551,N503AZ,B763
A6456D,United States,DAL295,N503DN,A359
A64578,United States,DAL900,N503DZ,A21N
A645DF,United States,JBU62,N503JB,A320
A64684,United States,EJA503,N503QS,C68A
A64713,United States,N503WK,N503WK,SR22
A648D1,United States,JIA5615,N504AE,CRJ7
A64924,United States,DL170,N504DN,A359
A6492F,United States,DAL2296,N504DZ,A21N
A6495F,United States,LXJ504,N504FX,CL30
A6496B,United States,GJS4406,N504GJ,CRJ7
A649FC,United States,NDU504,N504ND,P28A
A64A22,United States,N504PS,N504PS,C25B
A64A3B,United States,EJA504,N504QS,C68A
A64A51,United States,N504RP,N504RP,G280
A64A73,United States,SKW4894,N504SY,E75L
A64A78,United States,N504TC,N504TC,EA50
A64CDB,United States,DAL275,N505DN,A359
A64D06,United States,N505FF,N505FF,E55P
A64D16,United States,LXJ505,N505FX,CL30
A64D4D,United States,JBU1401,N505JB,A320
A64DA4,United States,N505MP,N505MP,H500
A64E16,United States,SCU21,N505SC,P28A
A64E69,United States,VOI837,N505VL,A320
A64F0E,United States,N5051R,N5051R,C172
A64F91,United States,N5055G,N5055G,CH7B
A64F92,United States,N5055H,N5055H,C172
A6502F,United States,N50590,N50590,C172
A65092,United States,DAL171,N506DN,A359
A650CD,United States,LXJ506,N506FX,CL30
A6512C,United States,N506KS,N506KS,LJ45
A651E1,United States,SKW4883,N506SY,E75L
A651EC,United States,LN506TJ,N506TJ,B429
A653F6,United States,JIA5113,N507AE,CRJ7
A653F9,United States,N507AH,N507AH,TBM7
A65408,United States,AAL2769,N507AY,A321
A65449,United States,DAL296,N507DN,A359
A65454,United States,DAL673,N507DZ,A21N
A65487,United States,CXK380,N507G,P28A
A65598,United States,SKW240E,N507SY,E75L
A655C1,United States,GAJ507,N507UP,C56X
A657B9,United States,ASA48,N508AS,B738
A657BF,United States,AAL1976,N508AY,A321
A657F4,United States,DAL991,N508DA,A21N
A65800,United States,DAL26,N508DN,A359
A65814,United States,N508EH,N508EH,B212
A6582C,United States,N508FG,N508FG,C172
A65835,United States,FRG147,N508FR,SB20
A65847,United States,GJS4398,N508GJ,CRJ7
A65848,United States,USGOV,N508GK,AT5T
A65872,United States,N508JB,N508JB,SR22
A6587B,United States,JBU1051,N508JL,A320
A6594F,United States,SKW4964,N508SY,E75L
A65A17,United States,N5080Y,N5080Y,C82R
A65B64,United States,JIA5245,N509AE,CRJ7
A65B6B,United States,N509AM,N509AM,P28A
A65B76,United States,AAL2034,N509AY,A321
A65BBC,United States,DAL427,N509DT,A21N
A65BE3,United States,N509FG,N509FG,C172
A65C95,United States,NKS1132,N509NK,A319
A65DE7,United States,N5091N,N5091N,AT5T
A65E2A,United States,N5093K,N5093K,C172
A65F5B,United States,N51CU,N51CU,C56X
A65FA0,United States,FST51,N51FN,LJ35
A65FAE,United States,KOW51,N51GB,C750
A65FB5,United States,N51GJ,N51GJ,LJ35
A6612C,United States,N51XJ,N51XJ,SR22
A661A7,United States,N510CF,N510CF,C510
A661AA,United States,N510CJ,N510CJ,C510
A661BF,United States,DAL768,N510DE,A21N
A661FC,United States,N510FR,N510FR,GLF2
A66294,United States,N510MT,N510MT,C510
A662A5,United States,NKS1030,N510NK,A319
A66316,United States,SKW4875,N510SY,E75L
A66346,United States,AAL1697,N510UW,A321
A66355,United States,VOI205,N510VL,A320
A66412,United States,N5102E,N5102E,C172
A66576,United States,DAL975,N511DE,A21N
A6657E,United States,DAL159,N511DN,A359
A665F1,United States,N511JC,N511JC,H25B
A6661B,United States,N511KV,N511KV,BE9L
A66695,United States,EJA511,N511QS,C68A
A666BE,United States,N511SH,N511SH,H500
A666CD,United States,SKW4876,N511SY,E75L
A667E8,United States,GTI3644,N5113A,B738
A668DF,United States,N512AB,N512AB,C56X
A668EE,United States,ASA139,N512AS,B738
A66901,United States,N512BL,N512BL,DA40
A6692D,United States,DAL554,N512DE,A21N
A66935,United States,DAL27,N512DN,A359
A669FE,United States,N512MP,N512MP,AT5T
A66A34,United States,N512PT,N512PT,P28A
A66C99,United States,JIA5254,N513AE,CRJ7
A66CA5,United States,ASA329,N513AS,B738
A66CE0,United States,DAL452,N513DA,A21N
A66CF7,United States,DAL41,N513DZ,A359
A66D51,United States,N513HP,N513HP,T206
A66D8F,United States,N513LA,N513LA,R44
A66DEB,United States,N513PT,N513PT,BE35
A66E03,United States,EJA513,N513QS,C68A
A66E3B,United States,SKW3053,N513SY,E75L
A66E43,United States,N513TF,N513TF,GL5T
A66E7A,United States,VOI696,N513VL,A320
A66F42,United States,N5132R,N5132R,C172
A66F82,United States,N5134K,N5134K,C172
A66FA9,United States,N5135P,N5135P,C172
A6704B,United States,CXK388,N514A,P28A
A6705C,United States,ASA795,N514AS,B738
A6709B,United States,DAL1358,N514DE,A21N
A6709D,United States,N514DG,N514DG,C82S
A67121,United States,N514JP,N514JP,EC20
A67181,United States,NKS1848,N514NK,A319
A67231,United States,VOI845,N514VL,A320
A67345,United States,ASI164,N5144X,P28A
A67350,United States,N51448,N51448,C172
A673D2,United States,N5148Y,N5148Y,C82S
A67452,United States,DAL1194,N515DE,A21N
A674F1,United States,N515KP,N515KP,C82T
A67526,United States,N515MS,N515MS,P28A
A67538,United States,NKS255,N515NK,A319
A6754C,United States,ARF5PE,N515PE,C208
A6757D,United States,N515RD,N515RD,C172
A6759E,United States,N515SM,N515SM,SR22
A675A9,United States,SKW4874,N515SY,E75L
A67604,United States,N515WP,N515WP,TBM7
A6766E,United States,N5150V,N5150V,C56X
A676C4,United States,GTI3661,N5153A,B738
A676CA,United States,N5153G,N5153G,C82S
A6778D,United States,N51582,N51582,C172
A67805,United States,DAL912,N516DA,A21N
A67806,United States,N516DB,N516DB,C680
A67883,United States,JBU1527,N516JB,A320
A678CF,United States,TFF909,N516MC,GLF4
A678E5,United States,JTZ516,N516N,E55P
A67928,United States,EJA516,N516QS,C68A
A67960,United States,SKW4986,N516SY,E75L
A67B07,United States,GTI3638,N5167A,B738
A67B75,United States,JIA5512,N517AE,CRJ7
A67B81,United States,ASA471,N517AS,B738
A67BA8,United States,FTH517,N517CF,C750
A67BD3,United States,N517DZ,N517DZ,A359
A67C3A,United States,JBU1098,N517JB,A320
A67CA6,United States,NKS1363,N517NK,A319
A67E7D,United States,N5175F,N5175F,SR22
A67EF3,United States,N5178U,N5178U,C72R
A67F38,United States,ASA373,N518AS,B738
A67F4B,United States,N518BL,N518BL,DA40
A67F81,United States,DAL606,N518DQ,A21N
A67F8A,United States,DAL753,N518DZ,A359
A67FBA,United States,LXJ518,N518FX,CL30
A67FE6,United States,N518HR,N518HR,CL30
A6804E,United States,N518MV,N518MV,C551
A680CC,United States,N518SW,N518SW,PA18
A68235,United States,N5185G,N5185G,H500
A682E3,United States,JIA5298,N519AE,CRJ7
A682F8,United States,N519BA,N519BA,A5
A68371,United States,LXJ519,N519FX,CL30
A68471,United States,N519SC,N519SC,C340
A684B5,United States,AAL2311,N519UW,A321
A684C4,United States,VOI359,N519VL,A320
A68541,United States,N5190L,N5190L,P28A
A68675,United States,N5199D,N5199D,C162
A687AF,United States,CSJ52,N52MG,AEST
A68935,United States,N520CW,N520CW,P28A
A6893E,United States,DAL705,N520DE,A21N
A6893F,United States,TTE520,N520DF,C25A
A689B7,United States,N520JA,N520JA,PC12
A689B8,United States,JBU1811,N520JB,A320
A689CB,United States,N520JW,N520JW,PA32
A68A1B,United States,NASA520,N520NA,GLF2
A68A81,United States,N520SC,N520SC,F2TH
A68B85,United States,N52013,N52013,C172
A68BB7,United States,N5203H,N5203H,C172
A68C15,United States,N52057,N52057,C72R
A68C82,United States,SCX3039,N5209A,B738
A68CAA,United States,JIA5454,N521AE,CRJ7
A68CF3,United States,N521DC,N521DC,F900
A68D17,United States,EPI521,N521EP,C172
A68D44,United States,GJS4468,N521GJ,CRJ7
A68D6F,United States,JBU1861,N521JB,A320
A68DB0,United States,N521LS,N521LS,R44
A68DBB,United States,N521MC,N521MC,C172
A68DD8,United States,N521NG,N521NG,SLG4
A68DDB,United States,NKS244,N521NK,A319
A68E7C,United States,AAL2657,N521UW,A321
A68EFE,United States,BYF22,N5210A,C172
A68F34,United States,N5211V,N5211V,T206
A68F79,United States,N5213U,N5213U,C162
A68F8A,United States,N5214A,N5214A,C310
A6901B,United States,N5218F,N5218F,C172
A69082,United States,N522BN,N522BN,LJ60
A690FB,United States,GJS4441,N522GJ,CRJ7
A69192,United States,NKS2080,N522NK,A319
A691C0,United States,CXK544,N522QF,C72R
A691DD,United States,N522RK,N522RK,S22T
A69242,United States,VOI992,N522VL,A320
A692C6,United States,N5220T,N5220T,P28A
A692FE,United States,N5222D,N5222D,C172
A69418,United States,JIA5623,N523AE,CRJ7
A69424,United States,ASA1190,N523AS,B738
A69445,United States,N523C,N523C,BE36
A69549,United States,NKS366,N523NK,A319
A695D1,United States,GPD523,N523TW,PC12
A695EA,United States,AAL2288,N523UW,A321
A696EF,United States,N52332,N52332,C182
A69818,United States,N524DC,N524DC,RV8
A6981A,United States,DAL379,N524DE,A21N
A69900,United States,NKS2010,N524NK,A319
A699A1,United States,AAL1743,N524UW,A321
A69AA0,United States,N5243W,N5243W,P28A
A69B92,United States,ASA603,N525AS,B738
A69B9A,United States,PXT55,N525B,C25B
A69BBB,United States,N525CH,N525CH,C25A
A69BF3,United States,N525EP,N525EP,C25C
A69C01,United States,N525FC,N525FC,C25A
A69C04,United States,N525FF,N525FF,C25A
A69C23,United States,N525GM,N525GM,C25B
A69C56,United States,N525JN,N525JN,C25A
A69C96,United States,N525MB,N525MB,C25A
A69D06,United States,N525RP,N525RP,C25A
A69E60,United States,N52535,N52535,C172
A69F39,United States,N526AA,N526AA,P28A
A69F49,United States,ASA390,N526AS,B738
A69F88,United States,DAL497,N526DE,A21N
A69F97,United States,N526DV,N526DV,C25A
A69F9D,United States,JIA5462,N526EA,CRJ7
A69FA8,United States,ZD526E,N526EM,GLF5
A69FAC,United States,N526ER,N526ER,C172
A69FCE,United States,CXK562,N526G,P28A
A69FD7,United States,GJS4410,N526GJ,CRJ7
A6A00B,United States,JBU38,N526JL,A320
A6A03C,United States,N526LK,N526LK,C172
A6A059,United States,N526MP,N526MP,C210
A6A068,United States,N526ND,N526ND,C172
A6A06E,United States,NKS515,N526NK,A319
A6A0A7,United States,EJA526,N526QS,C68A
A6A0CC,United States,N526SD,N526SD,GLF5
A6A11E,United States,VOI632,N526VL,A320
A6A1B4,United States,SCX3003,N5261A,B738
A6A1D6,United States,N5262,N5262,CL30
A6A284,United States,N52669,N52669,C77R
A6A300,United States,ASA1176,N527AS,B738
A6A310,United States,N527BH,N527BH,BE58
A6A382,United States,LXJ527,N527FX,CL30
A6A3C2,United States,JBU111,N527JL,A320
A6A435,United States,N527PA,N527PA,LJ35
A6A4D5,United States,VOI867,N527VL,A320
A6A627,United States,N5276P,N5276P,C172
A6A6F6,United States,DAL484,N528DE,A21N
A6A711,United States,JIA5320,N528EG,CRJ7
A6A7C7,United States,N528MP,N528MP,GLEX
A6A7DC,United States,NNKS3055,N528NK,A319
A6A88C,United States,VOI923,N528VL,A20N
A6A9A4,United States,BL841,N52841,C172
A6A9E2,United States,N5286T,N5286T,C82R
A6AA26,United States,CXK157,N5288R,C172
A6AABA,United States,DAL969,N529DT,A21N
A6AAC2,United States,JIA5039,N529EA,CRJ7
A6AB5F,United States,N529LH,N529LH,BE58
A6AB96,United States,N529NN,N529NN,CL30
A6ABCC,United States,EJA529,N529QS,C68A
A6ACBA,United States,N5290E,N5290E,C172
A6ACC9,United States,N5290V,N5290V,C172
A6ACDD,United States,N5291E,N5291E,C172
A6ADB4,United States,N5297K,N5297K,NAVI
A6ADE3,United States,N5298X,N5298X,C25A
A6AE0C,United States,N52993,N52993,C172
A6AE9A,United States,N53FJ,N53FJ,F900
A6AEF6,United States,NTW53,N53KA,BE20
A6B054,United States,N53ZA,N53ZA,B06
A6B140,United States,N530JL,N530JL,H500
A6B14F,United States,NUS530,N530KA,C680
A6B182,United States,N530MB,N530MB,C82T
A6B1B5,United States,N530PC,N530PC,SR22
A6B21D,United States,N530TG,N530TG,H500
A6B2EC,United States,N5301D,N5301D,C172
A6B3DA,United States,N53077,N53077,C172
A6B470,United States,DAL683,N531DA,A21N
A6B48F,United States,JIA5619,N531EG,CRJ7
A6B4F0,United States,EJM20,N531JD,F2TH
A6B4F7,United States,JBU987,N531JL,A320
A6B554,United States,N531ND,N531ND,C172
A6B55A,United States,NKS1671,N531NK,A319
A6B593,United States,EJA531,N531QS,C68A
A6B59E,United States,N531RC,N531RC,G280
A6B680,United States,N5310D,N5310D,C172
A6B7EC,United States,ASA1177,N532AS,B738
A6B833,United States,DAL348,N532DN,A21N
A6B840,United States,JIA5424,N532EA,CRJ7
A6B94A,United States,EJA532,N532QS,C68A
A6BA57,United States,N5321A,N5321A,C172
A6BACD,United States,PTBOS24,N5324P,P28A
A6BBA3,United States,ASA8,N533AS,B738
A6BC2F,United States,N533GG,N533GG,BE9L
A6BC6C,United States,N533JT,N533JT,P32R
A6BD01,United States,EJA533,N533QS,C68A
A6BE14,United States,N5331G,N5331G,C172
A6BE8F,United States,N53340,N53340,C72R
A6BEDE,United States,N53369,N53369,P46T
A6BEE3,United States,N5337D,N5337D,C172
A6BF31,United States,N5339M,N5339M,C172
A6BF49,United States,CXK299,N534A,P28A
A6BF5A,United States,ASA1173,N534AS,B738
A6C061,United States,N534ME,N534ME,EC35
A6C087,United States,N534NT,N534NT,LJ45
A6C0B8,United States,EJA534,N534QS,C68A
A6C120,United States,AAL980,N534UW,A321
A6C1F9,United States,N5342T,N5342T,C172
A6C248,United States,UAL644,N53442,B739
A6C27D,United States,N5346K,N5346K,C172
A6C28C,United States,N53460,N53460,C172
A6C2FF,United States,N535,N535,C25A
A6C3CA,United States,JBU1218,N535JB,A320
A6C3F2,United States,KSF35,N535KS,C172
A6C436,United States,NKS354,N535NK,A319
A6C48B,United States,N535RV,N535RV,H25B
A6C4D7,United States,AAL436,N535UW,A321
A6C5DD,United States,N53533,N53533,P28A
A6C66D,United States,N53577,N53577,C172
A6C690,United States,N53587,N53587,C172
A6C69E,United States,N5359L,N5359L,P28A
A6C6C8,United States,ASA356,N536AS,B738
A6C71C,United States,JIA5439,N536EA,CRJ7
A6C74A,United States,LXJ536,N536FX,CL30
A6C756,United States,GJS4498,N536GJ,CRJ7
A6C781,United States,JBU467,N536JB,A320
A6C7ED,United States,NKS221,N536NK,A319
A6C868,United States,N536TH,N536TH,C172
A6C88E,United States,AAL352,N536UW,A321
A6C8CD,United States,EDG536,N536XJ,CL30
A6C987,United States,N5363Q,N5363Q,C82S
A6C997,United States,N53636,N53636,C172
A6CA3C,United States,N5368W,N5368W,P28A
A6CA7F,United States,ASA290,N537AS,B738
A6CB0D,United States,GJS4411,N537GJ,CRJ7
A6CB48,United States,JBU63,N537JT,A320
A6CB60,United States,KSF37,N537KS,C172
A6CC45,United States,AAL1443,N537UW,A321
A6CC54,United States,VOI550,N537VL,A21N
A6CCD1,United States,N5370L,N5370L,P28A
A6CD25,United States,N53720,N53720,C172
A6CE36,United States,ASA1447,N538AS,B738
A6CE58,United States,EDV4963,N538CA,CRJ9
A6CE90,United States,JIA5180,N538EG,CRJ7
A6CEB8,United States,LXJ538,N538FX,CL30
A6CEC4,United States,GJS4177,N538GJ,CRJ7
A6CFFC,United States,AAL1753,N538UW,A321
A6D00B,United States,VOI990,N538VL,A20N
A6D1E2,United States,CNS870,N539AF,PC12
A6D20F,United States,N539CA,N539CA,F900
A6D241,United States,JIA5457,N539EA,CRJ7
A6D3B3,United States,AAL2387,N539UW,A321
A6D3D1,United States,N539WA,N539WA,C56X
A6D50B,United States,N5396E,N5396E,C172
A6D58E,United States,N53996,N53996,C172
A6D5DF,United States,N54DA,N54DA,C25A
A6D87F,United States,LXJ540,N540FX,CL30
A6DC2B,United States,IFL541,N541FL,FA20
A6DCA9,United States,N541LM,N541LM,BE20
A6DD76,United States,DAL1450,N541US,B752
A6DDE2,United States,N541Z,N541Z,F2TH
A6DEAE,United States,N5415D,N5415D,C172
A6DEB0,United States,N5415F,N5415F,P28A
A6DF25,United States,N5418T,N5418T,C172
A6DFA1,United States,N542CW,N542CW,P28A
A6E07F,United States,N542MT,N542MT,B407
A6E0C9,United States,EJA542,N542QS,C68A
A6E12D,United States,DAL2895,N542US,B752
A6E1DB,United States,N5421F,N5421F,C421
A6E1E3,United States,N5421P,N5421P,C152
A6E25D,United States,N54246,N54246,ULAC
A6E281,United States,N54257,N54257,C172
A6E28A,United States,N5426F,N5426F,P28A
A6E376,United States,JIA5641,N543EA,CRJ7
A6E3C3,United States,N543HC,N543HC,BE9L
A6E3DC,United States,N543JC,N543JC,PA31
A6E491,United States,N543RJ,N543RJ,E55P
A6E4E4,United States,DAL1333,N543US,B752
A6E4F7,United States,VOI607,N543VL,A21N
A6E5FF,United States,N5434K,N5434K,C56X
A6E6E2,United States,RDN952,N544BA,CL60
A6E89F,United States,AAL424,N544UW,A321
A6E8AE,United States,VOS4321,N544VL,A20N
A6E9F8,United States,N5446F,N5446F,P28A
A6EA99,United States,RDN801,N545BA,CL60
A6EB1E,United States,GJS4383,N545GJ,CRJ7
A6EBC5,United States,FENIX45,N545PA,LJ35
A6EC10,United States,N545SA,N545SA,B06
A6ECF2,United States,N54502,N54502,C172
A6EDCE,United States,N5457B,N5457B,C182
A6EDD0,United States,N5457D,N5457D,C172
A6EE47,United States,ASA396,N546AS,B738
A6EEAB,United States,N546ES,N546ES,LNCE
A6EED5,United States,GJS4479,N546GJ,CRJ7
A6EF00,United States,N546JB,N546JB,SLG4
A6EF41,United States,N546LS,N546LS,ASTR
A6EF66,United States,N546ND,N546ND,C172
A6F009,United States,DAL2799,N546US,B752
A6F149,United States,N5465M,N5465M,GLF5
A6F164,United States,N5466D,N5466D,C172
A6F173,United States,N5466U,N5466U,BE95
A6F17A,United States,N54661,N54661,C172
A6F234,United States,N547CW,N547CW,P28A
A6F2B7,United States,JBU1691,N547JB,A320
A6F2CE,United States,CXK341,N547K,P28A
A6F31D,United States,N547ND,N547ND,C172
A6F35C,United States,EJA547,N547QS,C68A
A6F3D3,United States,VOC5192,N547VL,A20N
A6F581,United States,SCX3053,N5479A,B738
A6F584,United States,N5479D,N5479D,C172
A6F5B5,United States,ASA502,N548AS,B738
A6F5D7,United States,SKW3917,N548CA,CRJ9
A6F6B7,United States,UJC48,N548M,E135
A6F6B8,United States,N548MA,N548MA,CH7B
A6F777,United States,DAL1413,N548US,B752
A6F7BA,United States,EDG548,N548XJ,CL30
A6F9FA,United States,GJS4381,N549GJ,CRJ7
A6FA8B,United States,N549ND,N549ND,C172
A6FAAD,United States,N549PN,N549PN,C208
A6FB2E,United States,DAL2400,N549US,B752
A6FB32,United States,AAL1580,N549UW,A321
A6FC66,United States,N5495D,N5495D,C172
A6FD64,United States,N55DG,N55DG,TBM7
A6FE0F,United States,N55LC,N55LC,FA7X
A6FE73,United States,N55QC,N55QC,GLF5
A6FEBF,United States,N55TD,N55TD,GLF4
A6FECF,United States,N55TV,N55TV,AS50
A6FF06,United States,N55W,N55W,BE35
A6FF6C,United States,N550AA,N550AA,GLF5
A6FFC7,United States,DCM6878,N550DS,C550
A6FFFE,United States,LXJ550,N550FX,CL30
A700A4,United States,JIA5346,N550NN,CRJ9
A700AC,United States,DAL2270,N550NW,B752
A7033D,United States,CXK669,N551BB,P28A
A7036D,United States,N551D,N551D,P51
A70397,United States,N551ES,N551ES,C172
A703C1,United States,GJS4425,N551GJ,CRJ7
A70463,United States,DAL1099,N551NW,B752
A7047A,United States,SFY206,N551PU,P28A
A70491,United States,EJA551,N551QS,C68A
A704F5,United States,N551US,N551US,M20P
A704F9,United States,AAL1315,N551UW,A321
A70523,United States,SWA2224,N551WN,B737
A705EE,United States,N5513L,N5513L,C152
A70699,United States,OST11,N5518G,C172
A706A7,United States,N5518W,N5518W,C172
A706EA,United States,ASA43,N552AS,B738
A7077F,United States,N552GR,N552GR,F2TH
A707A2,United States,N552JA,N552JA,PA32
A707A3,United States,JBU1463,N552JB,A320
A70801,United States,N552MW,N552MW,GLF5
A708B0,United States,AAL2060,N552UW,A321
A7093E,United States,N5520N,N5520N,C172
A70942,United States,N5520S,N5520S,C172
